time,msl_tpa_corr_filt,msl_uncertainty,quad_trd_values
1997-12-31,13.559068946466017,5.431799537556316,14.894350431277417
1998-01-31,13.76531694003654,5.4135993908476685,15.078796572634019
1998-02-28,15.053060736539626,5.398777023690305,15.246142006886657
1998-03-31,16.244304986339476,5.3873047868839015,15.43224647003808
1998-04-30,16.615229701238977,5.379459055579343,15.61317717761267
1998-05-31,15.949768644077759,5.374248297015007,15.800996176840272
1998-06-30,14.983572921282052,5.369840544384449,15.98358611293952
1998-07-31,13.936673488579414,5.363927665864884,16.173119648272404
1998-08-31,13.371411534613927,5.354346842371173,16.363524505170062
1998-09-30,12.989265526429692,5.341889181463975,16.548616884218063
1998-10-31,13.266089522272775,5.331806754602875,16.740736277250107
1998-11-30,14.004790013083936,5.328311113621374,16.927487884706352
1998-12-31,14.449515460284134,5.330020327830859,17.12132181384368
1999-01-31,14.61495026029393,5.336261025484245,17.316027064574882
1999-02-28,14.862090029688162,4.910084364246261,17.492638791212812
1999-03-31,15.898897816191818,4.684615758947894,17.689002363738837
1999-04-30,16.07628951070436,4.673761963114239,17.879861241730396
1999-05-31,15.411451345446121,4.67150980498533,18.0779393503326
1999-06-30,14.737317856005996,4.670807184338257,18.27045745679061
1999-07-31,14.820119262492232,4.6653314955416745,18.470250101498095
1999-08-31,15.366073768098747,4.652636977691638,18.670914067828562
1999-09-30,16.154464205773497,4.6383694342759,18.86593461720622
1999-10-31,16.713372489235308,4.630747657904455,19.068313119612867
1999-11-30,18.7169214645552,4.621176715193796,19.264992897515185
1999-12-31,19.669997831642792,4.605732401863096,19.469085936027113
2000-01-31,20.721425833223048,4.590432300209813,19.67405029613292
2000-02-29,20.176148106055766,4.577920366154077,19.866579962690594
2000-03-31,19.37324935642367,4.568896157237312,20.073230751761002
2000-04-30,18.363650807163513,4.562623789419816,20.274045000580372
2000-05-31,17.63501457706549,4.554047488974279,20.482410325756064
2000-06-30,18.244557708320716,4.5409821759411075,20.68488380301278
2000-07-31,18.79875151625205,4.525863391669817,20.89496366426465
2000-08-31,18.765892464222855,4.514683124160829,21.105914847139502
2000-09-30,19.482683087675937,4.5047814134103366,21.310890767374076
2000-10-31,20.490195497946264,4.487458351895002,21.523556486325106
2000-11-30,21.854316435311638,4.471082510832003,21.730191635055235
2000-12-31,22.850237969322666,4.455104056538665,21.944571890111547
2001-01-31,23.01251755966621,4.43410885251136,22.159823466761736
2001-02-28,23.867842072189735,4.413808836882672,22.354993165208725
2001-03-31,23.167326514610004,4.397928667908449,22.571903063653735
2001-04-30,23.394856814077777,4.386429199353049,22.782645482831867
2001-05-31,23.171545283423573,4.3733965047442815,23.00126991738216
2001-06-30,24.13066225186613,4.35600831355542,23.21367156508495
2001-07-31,24.24192506170418,4.34039541677533,23.434010535711423
2001-08-31,25.15873602914131,4.328094457506498,23.655220827960875
2001-09-30,24.660718148009998,4.315062016912234,23.870124918583315
2001-10-31,25.44007091629947,4.30448025635312,24.09304974693805
2001-11-30,24.914637937301254,4.290472759067841,24.309613065997837
2001-12-31,24.935653338734383,4.239330571056042,24.53425243042875
2002-01-31,25.20801659056556,4.1171555012081456,24.75976311651175
2002-02-28,25.762075878443063,3.9371857635534324,24.964199107314926
2002-03-31,25.711255588403787,3.72928658601597,25.191368115134537
2002-04-30,25.248659514346546,3.5898630735186123,25.41203870472964
2002-05-31,25.196099662730795,3.561463419262927,25.640922248654533
2002-06-30,26.631648729764848,3.558936865511694,25.863252066686982
2002-07-31,28.17330903135761,3.5525432546399243,26.09385014671716
2002-08-31,28.410715580254507,3.54182339646583,26.325319548370317
2002-09-30,28.194315497350324,3.5337606581924144,26.55015180935152
2002-10-31,27.825997853486307,3.529528831270749,26.783335747080855
2002-11-30,28.263819950492653,3.5276963060301614,27.009827236557612
2002-12-31,28.703260930097272,3.525565008856641,27.24472571039223
2003-01-31,29.592560747143505,3.5193228751206043,27.48049550584983
2003-02-28,30.11544319923209,3.514227957179618,27.69419778898009
2003-03-31,30.169669078779293,3.5128110766552116,27.931625906203408
2003-04-30,29.855181472907894,3.509457868671951,28.16222466615727
2003-05-31,29.67460452234355,3.5009343624114537,28.40136731948587
2003-06-30,29.57009519616692,3.493984395692118,28.633625307906186
2003-07-31,29.47271931599847,3.4917945500251704,28.874482497340068
2003-08-31,30.20217244005663,3.4865257973292167,29.116211008367827
2003-09-30,31.023556061101036,3.4788731449455694,29.350971439736895
2003-10-31,31.09487816687941,3.4746767265709604,29.594414486869937
2003-11-30,30.89704294179342,3.4723194996788087,29.830834146705456
2003-12-31,31.25994061102927,3.4700159615122863,30.075991729914676
2004-01-31,31.570169439026678,3.467825980839431,30.322020634746877
2004-02-29,32.11732764508154,3.464723718622964,30.552965520560974
2004-03-31,32.07782061658212,3.4595775106520783,30.800680854328675
2004-04-30,31.967256960907186,3.4549503825740335,31.04123498511035
2004-05-31,31.986603133026662,3.4523801731499715,31.290664854983333
2004-06-30,31.930687997259483,3.448292844022857,31.532878214260563
2004-07-31,32.34268845357193,3.443909306479204,31.784022620209726
2004-08-31,32.635434588014554,3.4400726890237125,32.03603834778187
2004-09-30,32.866880537517304,3.4377980618023747,32.28075415000785
2004-10-31,32.82061412732233,3.4358709224687565,32.53448441365617
2004-11-30,33.01920716188126,3.431632664328305,32.7808594443195
2004-12-31,33.4712906211087,3.4261805453805727,33.03630424410221
2005-01-31,35.07297415233714,3.4218179924054777,33.2926203654788
2005-02-28,35.9589175547434,3.4194465249999353,33.52488062044722
2005-03-31,36.312923328699526,3.4178143799552534,33.78285506358952
2005-04-30,36.40481830644691,3.416515619359304,34.03333736475906
2005-05-31,36.80009993144843,3.4112542678697024,34.29302634400665
2005-06-30,37.30962175075566,3.40254120696448,34.54516787364264
2005-07-31,36.94136941955085,3.400249438582198,34.80657138899551
2005-08-31,36.7629899637478,3.3982780359877722,35.068846225971356
2005-09-30,36.78717970739778,3.3886327713673263,35.3234901985561
2005-10-31,37.95386713134958,3.3814746069524095,35.58747957160813
2005-11-30,38.855743271258845,3.380647948479906,35.843782772659324
2005-12-31,39.002059074813616,3.3820582338797895,36.109486681816634
2006-01-31,38.52161091625189,3.383107199178528,36.376061912596924
2006-02-28,37.66514308283004,3.38376204315964,36.61758845986333
2006-03-31,37.5677628391352,3.382288981569612,36.88582201243844
2006-04-30,37.948490965429414,3.380122541539641,37.14623248396674
2006-05-31,39.052869580893166,3.3766758302385056,37.41618057261803
2006-06-30,40.09139679538793,3.370425487743269,37.67825027264189
2006-07-31,39.97134392583575,3.3647898916297203,37.94991289739846
2006-08-31,40.41214975989829,3.363857282362705,38.22244684374891
2006-09-30,40.82501977091336,3.365228020830923,38.48701898669242
2006-10-31,41.09269585193552,3.367420445241986,38.76126746914815
2006-11-30,40.302129359898395,3.3627917732389037,39.027498840587214
2006-12-31,39.356815564876634,3.356172187578277,39.303461859119125
2007-01-31,39.37201331393485,3.3475706481951355,39.58029619927402
2007-02-28,39.888758075643395,3.33961526432557,39.83108903892571
2007-03-31,41.06391268282342,3.3353057524039715,40.109581700875424
2007-04-30,41.697522973112584,3.334095222699405,40.37992034279159
2007-05-31,41.48602503653855,3.3335255464150433,40.660127540817484
2007-06-30,40.50340140842059,3.328075764642517,40.93212541122921
2007-07-31,39.96093164028329,3.3176416383876046,41.21404714533128
2007-08-31,39.80443476385522,3.3116775396403066,41.49684020108543
2007-09-30,40.05773618648982,3.3088706757721797,41.77134051444591
2007-10-31,40.96147889897276,3.304914739148474,42.05584810624714
2007-11-30,41.50338244190117,3.296827038642309,42.33200764810317
2007-12-31,41.92800128367646,3.285426070587405,42.618229776009684
2008-01-31,41.49432746046437,3.2792946888051038,42.90532322556828
2008-02-29,41.70072192654699,3.27891639628619,43.174683330609696
2008-03-31,41.90162003133469,3.2779452270189102,43.46346320910379
2008-04-30,43.390279518057106,3.2785543304784097,43.74375722184777
2008-05-31,44.626238629260435,3.278006009203351,44.03425163641805
2008-06-30,45.72238954823509,3.26891830160923,44.31620487765758
2008-07-31,44.96796961310457,3.2521405421290286,44.60841382830404
2008-08-31,43.90961082459347,3.2271254810889585,44.90149410060258
2008-09-30,43.5986679990935,3.20057300206668,45.185949784790864
2008-10-31,44.36413972818849,3.1836442196022805,45.48074459313648
2008-11-30,45.61798344276009,3.1798455266102352,45.76685950582032
2008-12-31,45.86687445787754,3.178473758939668,46.06336885030032
2009-01-31,45.56784989697467,3.181201268124255,46.3607495163742
2009-02-28,45.74867869750521,3.184125513725495,46.63010032783495
2009-03-31,46.41013369020843,3.184355591781896,46.92913931570365
2009-04-30,47.201363027253,3.1784225346399886,47.2193614988646
2009-05-31,47.3358609982072,3.1732282885531777,47.52011502280948
2009-06-30,47.498870986664166,3.1726416767983316,47.81199643443688
2009-07-31,47.99155416168434,3.1777675556231544,48.11446449448704
2009-08-31,49.181928079265056,3.1826426282239364,48.41780387616018
2009-09-30,50.700561992859605,3.1842648895474994,48.71218773070723
2009-10-31,51.57768414377732,3.187169737555746,49.01724164848565
2009-11-30,51.65386666483106,3.188653482854274,49.31328473149915
2009-12-31,50.81262264661547,3.1900777325326706,49.620053185353754
2010-01-31,50.32178556092799,3.192701146773514,49.92769296083134
2010-02-28,50.15834747499871,3.1947975078638096,50.20631006464828
2010-03-31,50.22642658403513,3.1968505339269866,50.51560816192068
2010-04-30,50.65592292955615,3.1987391414327853,50.81575851544039
2010-05-31,51.4294251660078,3.202943843417722,51.126771148788976
2010-06-30,52.12961318497311,3.2097460746407016,51.42858073077514
2010-07-31,51.51519361436515,3.211445422028331,51.741307900229
2010-08-31,49.95554213773895,3.208921399546182,52.054906391276745
2010-09-30,49.14186688919753,3.20924070550202,52.359218416240765
2010-10-31,49.04076176959816,3.214581297206531,52.67453144339379
2010-11-30,49.026472035933566,3.2195357085653478,52.980502696795156
2010-12-31,48.62591986611792,3.2217591175528937,53.29753026002436
2011-01-31,47.978749821752444,3.22309459306248,53.61542914490565
2011-02-28,47.33071449541006,3.22413384836742,53.90331254104967
2011-03-31,46.50428066864136,3.2238789086831825,54.22286974769668
2011-04-30,46.421587599210326,3.2237435321477426,54.53294827163336
2011-05-31,47.55626569138427,3.225694820612562,54.85422001432744
2011-06-30,48.777265878784576,3.2300786075564814,55.16595776673057
2011-07-31,50.28280061227741,3.2365648457247826,55.48894404555904
2011-08-31,50.611162009764826,3.2418205482288247,55.812801646010485
2011-09-30,51.375745754090715,3.2403577163282478,56.127041841333266
2011-10-31,51.47547470844188,3.2409460640803247,56.45261397786089
2011-11-30,52.74390776547932,3.247370954677464,56.768513401650125
2011-12-31,54.39025484482186,3.2533466833544593,57.095800074283034
2012-01-31,56.248375974422714,3.251528299036825,57.42395806853892
2012-02-29,57.02623121988151,3.247179254748442,57.731733392807655
2012-03-31,57.03353631035732,3.2519022090381005,58.061577815999044
2012-04-30,57.279031243073014,3.2631679736045207,58.381611710763536
2012-05-31,58.32452475085995,3.2697071897529786,58.713170670031104
2012-06-30,60.0167322303016,3.272941954403819,59.03486379326205
2012-07-31,60.947204253054124,3.2744195015267064,59.3681372886349
2012-08-31,61.26252490231418,3.275787447996456,59.70228210563073
2012-09-30,61.54000223475161,3.2766273578415444,60.02647767178132
2012-10-31,62.14645836659134,3.2807926916090664,60.36233702485333
2012-11-30,63.113506818010286,3.2895756083565013,60.688191819470376
2012-12-31,63.59806499100787,3.2984318682619107,61.02576570864767
2013-01-31,64.16059045760363,3.304498142974392,61.36421091944794
2013-02-28,64.82540233860527,3.3091687746564675,61.67065228743013
2013-03-31,64.85536008556811,3.3114718630778883,62.01075581999612
2013-04-30,64.40252466971727,3.3132913876831838,62.340717885119375
2013-05-31,62.96943695956521,3.316521916911131,62.68253595379065
2013-06-30,62.1315223673471,3.3217710527123527,63.01415724738035
2013-07-31,61.244986521824636,3.3276687124273883,63.357689852127805
2013-08-31,60.659181783582135,3.336063123323147,63.70209377852734
2013-09-30,60.84732911545881,3.3440589198509425,64.0362175150658
2013-10-31,61.90012504365856,3.348616971767939,64.38233597754152
2013-11-30,62.46571799536633,3.3512306184908365,64.71811894254643
2013-12-31,62.6044804326933,3.3577997804737905,65.06595194109832
2014-01-31,63.15354956247376,3.3647441605957735,65.4146562612732
2014-02-28,64.29686147407752,3.3693583195743826,65.73036392158247
2014-03-31,64.52107582070644,3.374957619666708,66.08072656355216
2014-04-30,63.70655601583838,3.380735600029347,66.42061679909239
2014-05-31,63.6581203535999,3.387059154098327,66.77269397713826
2014-06-30,64.60185088510357,3.3940067341520423,67.11424344111583
2014-07-31,65.92144114977182,3.400577506485107,67.46803515526699
2014-08-31,66.42183929565887,3.407472385623668,67.82269819101202
2014-09-30,66.86992014623557,3.4159402992857726,68.16675009793835
2014-10-31,66.67898967869868,3.4236175053258533,68.52312766978866
2014-11-30,67.31597826346791,3.4287754543386844,68.86883880518144
2014-12-31,68.0905094463042,3.4347742442405926,69.22693091310794
2015-01-31,70.40319391428163,3.441396974706366,69.58589434268652
2015-02-28,71.85948596792733,3.4424822507675743,69.91086829538108
2015-03-31,72.78259371696836,3.4432653029163234,70.27149004675448
2015-04-30,72.49413180084424,3.4500486950312568,70.62130845259526
2015-05-31,73.0547901969153,3.461187430378485,70.98364474004484
2015-06-30,73.96361525878369,3.4667507223739973,71.33512237438117
2015-07-31,75.48726217317908,3.4713605451131717,71.69917319793603
2015-08-31,76.84005505777951,3.477724741675381,72.06409534308477
2015-09-30,78.0637705351779,3.4826857327682563,72.41807542039896
2015-10-31,78.53556739090088,3.4877580309530893,72.78471210165299
2015-11-30,78.0237972827887,3.49516031964801,73.14035140740452
2015-12-31,77.59393048357155,3.5014906606946803,73.50870262473472
2016-01-31,78.39516900813412,3.5086667569089687,73.87792516371701
2016-02-29,79.43253630496797,3.515431569430311,74.22411570724216
2016-03-31,79.72987262291433,3.518151665881704,74.59502467513084
2016-04-30,78.71994551549098,3.5154358566136223,74.95479845185764
2016-05-31,78.74259104239182,3.5121819572881217,75.3274219558225
2016-06-30,78.43257209716124,3.5221594703465247,75.68885496101575
2016-07-31,78.1029056264555,3.526009247352588,76.06319300108589
2016-08-31,77.23179133306823,3.5348928684636185,76.43840236280812
2016-09-30,77.19807353525786,3.546790217630223,76.80233781095012
2016-10-31,78.71342686113168,3.553498935072837,77.17926170874853
2016-11-30,79.6143135978766,3.557615353046602,77.54485638532788
2016-12-31,79.73654179467061,3.560971045411343,77.92349481920246
2017-01-31,78.52334737883865,3.5655845892810603,78.30300457470003
2017-02-28,77.99823922198308,3.5704939147356995,78.64653649917454
2017-03-31,78.55036348277326,3.5752098147948232,79.02770457646693
2017-04-30,78.70694415940517,3.5812998556777456,79.3974065235816
2017-05-31,78.65938404364235,3.5950497032835957,79.78028913697926
2017-06-30,78.83694307622598,3.6118676265586083,80.15165031253127
2017-07-31,80.12085061355161,3.627238006796327,80.53624746200512
2017-08-31,81.21279120425585,3.6389667776698746,80.92171593307285
2017-09-30,81.78760715789323,3.649280507926348,81.29557955157361
2017-10-31,82.8490503439209,3.6630903408402236,81.68276255877572
2017-11-30,83.66165488837778,3.6762753047336245,82.05828540577204
2017-12-31,84.1615075955836,3.6853827843482523,82.44718294899212
2018-01-31,83.5150899453472,3.6931710115742957,82.83695181389339
2018-02-28,82.89629143885749,3.700145242253492,83.1897500307532
2018-03-31,82.28550271738186,3.7114660687199135,83.58117721742019
2018-04-30,82.14513664580704,3.7289826406610853,83.96080733489362
2018-05-31,82.27386007877621,3.747661426717936,84.35394905766589
2018-06-30,83.10321440782339,3.7652661855653324,84.73523840360576
2018-07-31,83.68964285332157,3.779797468349186,85.13009466245421
2018-08-31,84.75252826718148,3.7928050912788573,85.52582224292564
2018-09-30,85.76760112438926,3.804887810815585,85.90961403184338
2018-10-31,86.5435626681071,3.817731489584331,86.30705614839098
2018-11-30,86.41166756204798,3.831635853424865,86.69250716574606
2018-12-31,86.58335539732244,3.8480448871346455,87.09166381839896
2019-01-31,87.15163166712877,3.8654516595215056,87.49169179270393
2019-02-28,88.47934261435695,3.882371773968879,87.85375630186172
2019-03-31,88.98730083385058,3.9010961477908452,88.25544259793242
2019-04-30,89.5992716088657,3.9172522708526802,88.6450008857937
2019-05-31,89.93030050521504,3.9352696312227615,89.04840171796968
2019-06-30,90.78131298278704,3.9518267673680185,89.43961923426832
2019-07-31,91.77343897529757,3.967561463788121,89.84473460252048
2019-08-31,92.79957995926384,3.984225236502604,90.25072129239561
2019-09-30,92.66155898068757,3.9988988318248833,90.644441251643
2019-10-31,92.4061246926632,4.016352562378504,91.05214247759432
2019-11-30,91.86940691222252,4.0381548063175075,91.44752166536637
2019-12-31,91.35341991054126,4.0629453542798935,91.85693742739386
2020-01-31,91.31133909378107,4.083211369006146,92.26722451104433
2020-02-29,91.19391421022158,4.102187301889788,92.65183027382591
2020-03-31,91.99578466166614,4.12187211385081,93.06380378641188
2020-04-30,92.46185010942759,4.140006669309053,93.46331744513009
2020-05-31,93.31229533746651,4.159805936041162,93.87700549382134
2020-06-30,94.21085299256478,4.180869253522317,94.2781783809769
2020-07-31,94.500192837529,4.201964154294454,94.69358096577344
2020-08-31,94.54248216797049,4.221545511278124,95.10985487219295
2020-09-30,94.90206200015166,4.240338401345891,95.51353020229726
2020-10-31,95.35066590246296,4.258109968834435,95.93151864479296
2020-11-30,95.67364772346092,4.276932687127787,96.33685320339282
2020-12-31,96.18126942088402,4.297781997198155,96.7565561819647
2021-01-31,96.20932320173466,4.325233435108383,97.17713048215955
2021-02-28,96.39168770943104,4.346677119675935,97.55775296315551
2021-03-31,96.69752943909239,4.364509280593206,97.97998558514519
2021-04-30,97.20887872619767,4.385293756165804,98.38942741422215
2021-05-31,97.98432154311381,4.403237146384925,98.81337457228801
2021-06-30,98.43129838368542,4.423104863093272,99.22447562986054
2021-07-31,99.38968661829868,4.4452661014106765,99.65013732400257
2021-08-31,99.92191799939607,4.466887905784511,100.07667033979669
2021-09-30,100.48330880131444,4.486963740260375,100.49027384031797
2021-10-31,100.63230072064043,4.508270068721519,100.91852139218827
2021-11-30,100.8157844687922,4.5285918856652065,101.33378412114689
2021-12-31,100.6233570502419,4.5472883932640435,101.76374620912247
